from_unit,to_unit,factor,category,description
minute,nanosecond,60000000000.0,time,60 seconds
minute,hour,0.01666666666667,time,60 seconds
minute,day,0.00069444444444,time,60 seconds
minute,week,9.920634921e-05,time,60 seconds
minute,month_avg,2.281589172e-05,time,60 seconds
minute,year_common,1.90258752e-06,time,60 seconds
minute,year_leap,1.89738919e-06,time,60 seconds
minute,decade,1.9012853e-07,time,60 seconds
minute,century,1.901285e-08,time,60 seconds
minute,millennium,1.90129e-09,time,60 seconds
hour,second,3600.0,time,3600 seconds
hour,millisecond,3600000.0,time,3600 seconds
hour,microsecond,3600000000.0,time,3600 seconds
hour,nanosecond,3600000000000.0,time,3600 seconds
hour,minute,60.0,time,3600 seconds
hour,day,0.04166666666667,time,3600 seconds
hour,week,0.00595238095238,time,3600 seconds
hour,month_avg,0.00136895350349,time,3600 seconds
hour,year_common,0.00011415525114,time,3600 seconds
hour,year_leap,0.00011384335155,time,3600 seconds
hour,decade,1.140771161e-05,time,3600 seconds
hour,century,1.14077116e-06,time,3600 seconds
hour,millennium,1.1407712e-07,time,3600 seconds
day,second,86400.0,time,"86,400 seconds"
day,millisecond,86400000.0,time,"86,400 seconds"
day,microsecond,86400000000.0,time,"86,400 seconds"
day,nanosecond,86400000000000.0,time,"86,400 seconds"
day,minute,1440.0,time,"86,400 seconds"
day,hour,24.0,time,"86,400 seconds"
day,week,0.14285714285714,time,"86,400 seconds"
day,month_avg,0.03285488408386,time,"86,400 seconds"
day,year_common,0.0027397260274,time,"86,400 seconds"
day,year_leap,0.00273224043716,time,"86,400 seconds"
day,decade,0.00027378507871,time,"86,400 seconds"
day,century,2.737850787e-05,time,"86,400 seconds"
day,millennium,2.73785079e-06,time,"86,400 seconds"
week,second,604800.0,time,"7 days = 604,800 seconds"
week,millisecond,604800000.0,time,"7 days = 604,800 seconds"
week,microsecond,604800000000.0,time,"7 days = 604,800 seconds"
week,nanosecond,604800000000000.0,time,"7 days = 604,800 seconds"
week,minute,10080.0,time,"7 days = 604,800 seconds"
week,hour,168.0,time,"7 days = 604,800 seconds"
week,day,7.0,time,"7 days = 604,800 seconds"
week,month_avg,0.22998418858703,time,"7 days = 604,800 seconds"
week,year_common,0.01917808219178,time,"7 days = 604,800 seconds"
week,year_leap,0.01912568306011,time,"7 days = 604,800 seconds"
week,decade,0.00191649555099,time,"7 days = 604,800 seconds"
week,century,0.0001916495551,time,"7 days = 604,800 seconds"
week,millennium,1.916495551e-05,time,"7 days = 604,800 seconds"
month_avg,second,2629746.0,time,average month ≈ 30.44 days
month_avg,millisecond,2629746000.0,time,average month ≈ 30.44 days
month_avg,microsecond,2629746000000.0,time,average month ≈ 30.44 days
month_avg,nanosecond,2629746000000000.0,time,average month ≈ 30.44 days
month_avg,minute,43829.1,time,average month ≈ 30.44 days
month_avg,hour,730.485,time,average month ≈ 30.44 days
month_avg,day,30.436875,time,average month ≈ 30.44 days
month_avg,week,4.348125,time,average month ≈ 30.44 days
month_avg,year_common,0.08338869863014,time,average month ≈ 30.44 days
month_avg,year_leap,0.08316086065574,time,average month ≈ 30.44 days
month_avg,decade,0.00833316221766,time,average month ≈ 30.44 days
month_avg,century,0.00083331622177,time,average month ≈ 30.44 days
month_avg,millennium,8.333162218e-05,time,average month ≈ 30.44 days
year_common,second,31536000.0,time,"365 days = 31,536,000 seconds"
year_common,millisecond,31536000000.0,time,"365 days = 31,536,000 seconds"
year_common,microsecond,31536000000000.0,time,"365 days = 31,536,000 seconds"
year_common,nanosecond,3.1536e+16,time,"365 days = 31,536,000 seconds"
year_common,minute,525600.0,time,"365 days = 31,536,000 seconds"
year_common,hour,8760.0,time,"365 days = 31,536,000 seconds"
year_common,day,365.0,time,"365 days = 31,536,000 seconds"
year_common,week,52.14285714285715,time,"365 days = 31,536,000 seconds"
year_common,month_avg,11.99203269060966,time,"365 days = 31,536,000 seconds"
year_common,year_leap,0.99726775956284,time,"365 days = 31,536,000 seconds"
year_common,decade,0.09993155373032,time,"365 days = 31,536,000 seconds"
year_common,century,0.00999315537303,time,"365 days = 31,536,000 seconds"
year_common,millennium,0.0009993155373,time,"365 days = 31,536,000 seconds"
year_leap,second,31622400.0,time,"366 days = 31,622,400 seconds"
year_leap,millisecond,31622400000.0,time,"366 days = 31,622,400 seconds"
year_leap,microsecond,31622400000000.0,time,"366 days = 31,622,400 seconds"
year_leap,nanosecond,3.16224e+16,time,"366 days = 31,622,400 seconds"
year_leap,minute,527040.0,time,"366 days = 31,622,400 seconds"
year_leap,hour,8784.0,time,"366 days = 31,622,400 seconds"
year_leap,day,366.0,time,"366 days = 31,622,400 seconds"
year_leap,week,52.28571428571428,time,"366 days = 31,622,400 seconds"
year_leap,month_avg,12.02488757469353,time,"366 days = 31,622,400 seconds"
year_leap,year_common,1.0027397260274,time,"366 days = 31,622,400 seconds"
year_leap,decade,0.10020533880903,time,"366 days = 31,622,400 seconds"
year_leap,century,0.0100205338809,time,"366 days = 31,622,400 seconds"
year_leap,millennium,0.00100205338809,time,"366 days = 31,622,400 seconds"
decade,second,315576000.0,time,10 years
decade,millisecond,315576000000.0,time,10 years
decade,microsecond,315576000000000.0,time,10 years
decade,nanosecond,3.15576e+17,time,10 years
decade,minute,5259600.0,time,10 years
decade,hour,87660.0,time,10 years
decade,day,3652.5,time,10 years
decade,week,521.7857142857143,time,10 years
decade,month_avg,120.00246411630629,time,10 years
decade,year_common,10.00684931506849,time,10 years
decade,year_leap,9.97950819672131,time,10 years
decade,century,0.1,time,10 years
decade,millennium,0.01,time,10 years
century,second,3155760000.0,time,100 years
century,millisecond,3155760000000.0,time,100 years
century,microsecond,3155760000000000.0,time,100 years
century,nanosecond,3.15576e+18,time,100 years
century,minute,52596000.0,time,100 years
century,hour,876600.0,time,100 years
century,day,36525.0,time,100 years
century,week,5217.857142857143,time,100 years
century,month_avg,1200.0246411630628,time,100 years
century,year_common,100.06849315068493,time,100 years
century,year_leap,99.79508196721312,time,100 years
century,decade,10.0,time,100 years
century,millennium,0.1,time,100 years
millennium,second,31557600000.0,time,1000 years
millennium,millisecond,31557600000000.0,time,1000 years
millennium,microsecond,3.15576e+16,time,1000 years
millennium,nanosecond,3.15576e+19,time,1000 years
millennium,minute,525960000.0,time,1000 years
millennium,hour,8766000.0,time,1000 years
millennium,day,365250.0,time,1000 years
millennium,week,52178.57142857143,time,1000 years
millennium,month_avg,12000.24641163063,time,1000 years
millennium,year_common,1000.6849315068494,time,1000 years
millennium,year_leap,997.9508196721312,time,1000 years
millennium,decade,100.0,time,1000 years
millennium,century,10.0,time,1000 years
joule,kilojoule,0.001,energy,SI unit of energy
joule,calorie,0.23900573613767,energy,SI unit of energy
joule,kilocalorie,0.00023900573614,energy,SI unit of energy
joule,watt_hour,0.00027777777778,energy,SI unit of energy
joule,kilowatt_hour,2.7777778e-07,energy,SI unit of energy
joule,electronvolt,6.241509074460763e+18,energy,SI unit of energy
joule,btu,0.0009478133945,energy,SI unit of energy
joule,foot_pound,0.73756214927727,energy,SI unit of energy
joule,therm,9.47813e-09,energy,SI unit of energy
joule,erg,10000000.0,energy,SI unit of energy
joule,ton_tnt,2.3901e-10,energy,SI unit of energy
kilojoule,joule,1000.0,energy,1000 joules
kilojoule,calorie,239.0057361376673,energy,1000 joules
kilojoule,kilocalorie,0.23900573613767,energy,1000 joules
kilojoule,watt_hour,0.27777777777778,energy,1000 joules
kilojoule,kilowatt_hour,0.00027777777778,energy,1000 joules
kilojoule,electronvolt,6.241509074460763e+21,energy,1000 joules
kilojoule,btu,0.94781339449889,energy,1000 joules
kilojoule,foot_pound,737.5621492772653,energy,1000 joules
kilojoule,therm,9.47813394e-06,energy,1000 joules
kilojoule,erg,10000000000.0,energy,1000 joules
kilojoule,ton_tnt,2.3900574e-07,energy,1000 joules
calorie,joule,4.184,energy,4.184 joules
calorie,kilojoule,0.004184,energy,4.184 joules
calorie,kilocalorie,0.001,energy,4.184 joules
calorie,watt_hour,0.00116222222222,energy,4.184 joules
calorie,kilowatt_hour,1.16222222e-06,energy,4.184 joules
calorie,electronvolt,2.6114473967543833e+19,energy,4.184 joules
calorie,btu,0.00396565124258,energy,4.184 joules
calorie,foot_pound,3.08596003257608,energy,4.184 joules
calorie,therm,3.965651e-08,energy,4.184 joules
calorie,erg,41840000.0,energy,4.184 joules
calorie,ton_tnt,1e-09,energy,4.184 joules
kilocalorie,joule,4184.0,energy,4184 joules
kilocalorie,kilojoule,4.184,energy,4184 joules
kilocalorie,calorie,1000.0,energy,4184 joules
kilocalorie,watt_hour,1.16222222222222,energy,4184 joules
kilocalorie,kilowatt_hour,0.00116222222222,energy,4184 joules
kilocalorie,electronvolt,2.6114473967543833e+22,energy,4184 joules
kilocalorie,btu,3.96565124258336,energy,4184 joules
kilocalorie,foot_pound,3085.9600325760784,energy,4184 joules
kilocalorie,therm,3.965651243e-05,energy,4184 joules
kilocalorie,erg,41840000000.0,energy,4184 joules
kilocalorie,ton_tnt,1e-06,energy,4184 joules
watt_hour,joule,3600.0,energy,3600 joules
watt_hour,kilojoule,3.6,energy,3600 joules
watt_hour,calorie,860.4206500956022,energy,3600 joules
watt_hour,kilocalorie,0.8604206500956,energy,3600 joules
watt_hour,kilowatt_hour,0.001,energy,3600 joules
watt_hour,electronvolt,2.2469432668058747e+22,energy,3600 joules
watt_hour,btu,3.41212822019601,energy,3600 joules
watt_hour,foot_pound,2655.223737398155,energy,3600 joules
watt_hour,therm,3.41212822e-05,energy,3600 joules
watt_hour,erg,36000000000.0,energy,3600 joules
watt_hour,ton_tnt,8.6042065e-07,energy,3600 joules
kilowatt_hour,joule,3600000.0,energy,3.6e6 joules
kilowatt_hour,kilojoule,3600.0,energy,3.6e6 joules
kilowatt_hour,calorie,860420.6500956023,energy,3.6e6 joules
kilowatt_hour,kilocalorie,860.4206500956022,energy,3.6e6 joules
kilowatt_hour,watt_hour,1000.0,energy,3.6e6 joules
kilowatt_hour,electronvolt,2.2469432668058746e+25,energy,3.6e6 joules
kilowatt_hour,btu,3412.128220196008,energy,3.6e6 joules
kilowatt_hour,foot_pound,2655223.7373981555,energy,3.6e6 joules
kilowatt_hour,therm,0.03412128220196,energy,3.6e6 joules
kilowatt_hour,erg,36000000000000.0,energy,3.6e6 joules
kilowatt_hour,ton_tnt,0.0008604206501,energy,3.6e6 joules
electronvolt,joule,0.0,energy,1.602176634e-19 joules
electronvolt,kilojoule,0.0,energy,1.602176634e-19 joules
electronvolt,calorie,0.0,energy,1.602176634e-19 joules
electronvolt,kilocalorie,0.0,energy,1.602176634e-19 joules
electronvolt,watt_hour,0.0,energy,1.602176634e-19 joules
electronvolt,kilowatt_hour,0.0,energy,1.602176634e-19 joules
electronvolt,btu,0.0,energy,1.602176634e-19 joules
electronvolt,foot_pound,0.0,energy,1.602176634e-19 joules
electronvolt,therm,0.0,energy,1.602176634e-19 joules
electronvolt,erg,1.6e-12,energy,1.602176634e-19 joules
electronvolt,ton_tnt,0.0,energy,1.602176634e-19 joules
btu,joule,1055.06,energy,British thermal unit ≈ 1055.06 J
btu,kilojoule,1.05506,energy,British thermal unit ≈ 1055.06 J
btu,calorie,252.16539196940724,energy,British thermal unit ≈ 1055.06 J
btu,kilocalorie,0.25216539196941,energy,British thermal unit ≈ 1055.06 J
btu,watt_hour,0.29307222222222,energy,British thermal unit ≈ 1055.06 J
btu,kilowatt_hour,0.00029307222222,energy,British thermal unit ≈ 1055.06 J
btu,electronvolt,6.585166564100572e+21,energy,British thermal unit ≈ 1055.06 J
btu,foot_pound,778.1723212164716,energy,British thermal unit ≈ 1055.06 J
btu,therm,1e-05,energy,British thermal unit ≈ 1055.06 J
btu,erg,10550600000.0,energy,British thermal unit ≈ 1055.06 J
btu,ton_tnt,2.5216539e-07,energy,British thermal unit ≈ 1055.06 J
foot_pound,joule,1.3558179483314,energy,1.3558179483314004 J
foot_pound,kilojoule,0.00135581794833,energy,1.3558179483314004 J
foot_pound,calorie,0.32404826680961,energy,1.3558179483314004 J
foot_pound,kilocalorie,0.00032404826681,energy,1.3558179483314004 J
foot_pound,watt_hour,0.00037661609676,energy,1.3558179483314004 J
foot_pound,kilowatt_hour,3.766161e-07,energy,1.3558179483314004 J
foot_pound,electronvolt,8.462350027827209e+18,energy,1.3558179483314004 J
foot_pound,btu,0.00128506241193,energy,1.3558179483314004 J
foot_pound,therm,1.285062e-08,energy,1.3558179483314004 J
foot_pound,erg,13558179.483314004,energy,1.3558179483314004 J
foot_pound,ton_tnt,3.2405e-10,energy,1.3558179483314004 J
therm,joule,105506000.0,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,kilojoule,105506.0,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,calorie,25216539.196940724,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,kilocalorie,25216.53919694073,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,watt_hour,29307.222222222223,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,kilowatt_hour,29.30722222222222,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,electronvolt,6.585166564100573e+26,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,btu,100000.0,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,foot_pound,77817232.12164716,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,erg,1055060000000000.0,energy,"100,000 BTU ≈ 1.05506e8 J"
therm,ton_tnt,0.02521653919694,energy,"100,000 BTU ≈ 1.05506e8 J"
erg,joule,1e-07,energy,1e-7 joule
erg,kilojoule,1e-10,energy,1e-7 joule
erg,calorie,2.390057e-08,energy,1e-7 joule
erg,kilocalorie,2.39e-11,energy,1e-7 joule
erg,watt_hour,2.778e-11,energy,1e-7 joule
erg,kilowatt_hour,3e-14,energy,1e-7 joule
erg,electronvolt,624150907446.0763,energy,1e-7 joule
erg,btu,9.478e-11,energy,1e-7 joule
erg,foot_pound,7.375621e-08,energy,1e-7 joule
erg,therm,0.0,energy,1e-7 joule
erg,ton_tnt,0.0,energy,1e-7 joule
ton_tnt,joule,4184000000.0,energy,4.184e9 joules (Gigacalorie)
ton_tnt,kilojoule,4184000.0,energy,4.184e9 joules (Gigacalorie)
ton_tnt,calorie,1000000000.0,energy,4.184e9 joules (Gigacalorie)
ton_tnt,kilocalorie,1000000.0,energy,4.184e9 joules (Gigacalorie)
ton_tnt,watt_hour,1162222.2222222222,energy,4.184e9 joules (Gigacalorie)
ton_tnt,kilowatt_hour,1162.2222222222222,energy,4.184e9 joules (Gigacalorie)
ton_tnt,electronvolt,2.6114473967543833e+28,energy,4.184e9 joules (Gigacalorie)
ton_tnt,btu,3965651.2425833605,energy,4.184e9 joules (Gigacalorie)
ton_tnt,foot_pound,3085960032.5760784,energy,4.184e9 joules (Gigacalorie)
ton_tnt,therm,39.6565124258336,energy,4.184e9 joules (Gigacalorie)
ton_tnt,erg,4.184e+16,energy,4.184e9 joules (Gigacalorie)
watt,kilowatt,0.001,power,SI unit of power
watt,megawatt,1e-06,power,SI unit of power
watt,gigawatt,1e-09,power,SI unit of power
watt,horsepower,0.0013410220896,power,SI unit of power
watt,horsepower_metric,0.0013596216173,power,SI unit of power
watt,btu_per_hour,3.41214245012301,power,SI unit of power
watt,calorie_per_second,0.23900573613767,power,SI unit of power
watt,foot_pound_per_second,0.73756214927727,power,SI unit of power
kilowatt,watt,1000.0,power,1000 watts
kilowatt,megawatt,0.001,power,1000 watts
kilowatt,gigawatt,1e-06,power,1000 watts
kilowatt,horsepower,1.34102208959503,power,1000 watts
kilowatt,horsepower_metric,1.3596216173039,power,1000 watts
kilowatt,btu_per_hour,3412.1424501230076,power,1000 watts
kilowatt,calorie_per_second,239.0057361376673,power,1000 watts
kilowatt,foot_pound_per_second,737.5621492772653,power,1000 watts
megawatt,watt,1000000.0,power,"1,000,000 watts"
megawatt,kilowatt,1000.0,power,"1,000,000 watts"
megawatt,gigawatt,0.001,power,"1,000,000 watts"
megawatt,horsepower,1341.0220895950279,power,"1,000,000 watts"
megawatt,horsepower_metric,1359.6216173039045,power,"1,000,000 watts"
megawatt,btu_per_hour,3412142.4501230074,power,"1,000,000 watts"
megawatt,calorie_per_second,239005.7361376673,power,"1,000,000 watts"
megawatt,foot_pound_per_second,737562.1492772654,power,"1,000,000 watts"
gigawatt,watt,1000000000.0,power,1e9 watts
gigawatt,kilowatt,1000000.0,power,1e9 watts
gigawatt,megawatt,1000.0,power,1e9 watts
gigawatt,horsepower,1341022.089595028,power,1e9 watts
gigawatt,horsepower_metric,1359621.6173039044,power,1e9 watts
gigawatt,btu_per_hour,3412142450.1230073,power,1e9 watts
gigawatt,calorie_per_second,239005736.1376673,power,1e9 watts
gigawatt,foot_pound_per_second,737562149.2772654,power,1e9 watts
horsepower,watt,745.6998715822702,power,745.69987158227022 watts
horsepower,kilowatt,0.74569987158227,power,745.69987158227022 watts
horsepower,megawatt,0.00074569987158,power,745.69987158227022 watts
horsepower,gigawatt,7.4569987e-07,power,745.69987158227022 watts
horsepower,horsepower_metric,1.013869665424,power,745.69987158227022 watts
horsepower,btu_per_hour,2544.4341868771394,power,745.69987158227022 watts
horsepower,calorie_per_second,178.22654674528448,power,745.69987158227022 watts
horsepower,foot_pound_per_second,550.0,power,745.69987158227022 watts
horsepower_metric,watt,735.49875,power,735.49875 watts
horsepower_metric,kilowatt,0.73549875,power,735.49875 watts
horsepower_metric,megawatt,0.00073549875,power,735.49875 watts
horsepower_metric,gigawatt,7.3549875e-07,power,735.49875 watts
horsepower_metric,horsepower,0.98632007061953,power,735.49875 watts
horsepower_metric,btu_per_hour,2509.626506887409,power,735.49875 watts
horsepower_metric,calorie_per_second,175.78842017208413,power,735.49875 watts
horsepower_metric,foot_pound_per_second,542.476038840742,power,735.49875 watts
btu_per_hour,watt,0.293071,power,≈ 0.293071 W
